"","X","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq","Index.1","Index.Correct","time","time.2"
"547",39565,29433,"31.12.05",1,2005,3,"2005Q4","2005Q3",208.522,355.867,14.401,29.897,5,112.5,-6.068,149.909,268.39,10.068,9.547,214.841,87.477,0,2.982,5.53,"BB-",5045,7370,589.4,"http://www.sec.gov/Archives/edgar/data/911650/0000950134-06-002339.txt",911650,"10-Q","NAVARRE CORP /MN/","31.12.05","09.02.06",2005,29433,"31.12.05",2005,3,"INDL","USD","2005Q4","2005Q3",NA,98.497,1.411,0,"A",0,"http://www.sec.gov/Archives/edgar/data/911650/0000950134-06-002339","http://www.sec.gov/Archives/edgar/data/911650/0000950134-06-002339-index.htm","2006-02-09 17:05:31","17:05:31"
"548",39589,29435,"30.09.07",1,2007,4,"2007Q3","2007Q4",130.71,263.144,15.287,17.578,0.324,23.152,-13.793,74.996,109.257,-2.95,14.918,84.517,153.887,5.546,NA,6.71,"",3679,3679,624.543,"http://www.sec.gov/Archives/edgar/data/722392/0001193125-07-263893.txt",722392,"10-K","PLANAR SYSTEMS INC","28.09.07","12.12.07",2007,29435,"30.09.07",2007,4,"INDL","USD","2007Q3","2007Q4",NA,38.331,7.296,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/722392/0001193125-07-263893","http://www.sec.gov/Archives/edgar/data/722392/0001193125-07-263893-index.htm","2007-12-12 15:55:15","15:55:15"
"549",39612,29453,"31.03.05",1,2005,1,"2005Q1","2005Q1",285.146,414.52,249.512,26.789,0,0,-9.434,11.398,34.498,-10.275,28.859,0.737,380.022,0,0,64.51,"",1311,5171,579,"http://www.sec.gov/Archives/edgar/data/3570/0001193125-05-099295.txt",3570,"10-Q","CHENIERE ENERGY INC","31.03.05","06.05.05",2005,29453,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0.149,8.475,0,"A",0,"http://www.sec.gov/Archives/edgar/data/3570/0001193125-05-099295","http://www.sec.gov/Archives/edgar/data/3570/0001193125-05-099295-index.htm","2005-05-06 16:23:55","16:23:55"
"550",39630,29461,"31.12.04",1,2004,4,"2004Q4","2004Q4",23.527,81.831,2.216,3.509,2,0,0.621,9.777,14.948,1.991,15.186,27.599,66.883,2.597,0.014,30.451,"",8000,8000,570.1,"http://www.sec.gov/Archives/edgar/data/913616/0000950135-05-003023.txt",913616,"10-K","NATIONAL DENTEX CORP /MA/","31.12.04","24.05.05",2004,29461,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",0,3.68,3.248,0,"I",0,"http://www.sec.gov/Archives/edgar/data/913616/0000950135-05-003023","http://www.sec.gov/Archives/edgar/data/913616/0000950135-05-003023-index.htm","2005-05-24 17:06:45","17:06:45"
"551",39737,29609,"30.06.07",1,2007,4,"2007Q2","2007Q4",316.004,1058.456,60.518,40.021,0.566,215.446,12.14,117.48,355.822,23.397,114.901,222.32,696.956,22.232,3.3,27.14,"",2000,2000,624.129,"http://www.sec.gov/Archives/edgar/data/910406/0001193125-08-017040.txt",910406,"10-K","HAIN CELESTIAL GROUP INC","30.06.07","31.01.08",2007,29609,"30.06.07",2007,4,"INDL","USD","2007Q2","2007Q4",0,137.849,11.411,0,"A",0,"http://www.sec.gov/Archives/edgar/data/910406/0001193125-08-017040","http://www.sec.gov/Archives/edgar/data/910406/0001193125-08-017040-index.htm","2008-01-31 17:21:33","17:21:33"
"552",39848,29669,"31.03.04",1,2004,1,"2004Q1","2004Q1",30.058,146.675,3.519,10.159,2.339,75.9,-0.255,20.084,95.984,0.974,84.425,32.041,50.691,0,1.188,2.67,"",8744,8744,561.5,"http://www.sec.gov/Archives/edgar/data/914670/0001193125-04-089955.txt",914670,"10-Q","CORRECTIONAL SERVICES CORP","31.03.04","17.05.04",2004,29669,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,6.87,0,"I",0,"http://www.sec.gov/Archives/edgar/data/914670/0001193125-04-089955","http://www.sec.gov/Archives/edgar/data/914670/0001193125-04-089955-index.htm","2004-05-17 15:20:40","15:20:40"
"553",39941,29709,"31.12.06",1,2006,3,"2006Q4","2006Q3",91.121,208.983,55.993,26.137,20,0,-0.241,55.974,58.377,7.503,3.383,38.714,150.606,0,0.436,16.3,"",7372,7372,604.5,"http://www.sec.gov/Archives/edgar/data/916235/0001144204-08-011675.txt",916235,"10-Q","SONIC SOLUTIONS/CA/","31.12.06","26.02.08",2006,29709,"31.12.06",2006,3,"INDL","USD","2006Q4","2006Q3",NA,7.259,1.035,0,"I",0,"http://www.sec.gov/Archives/edgar/data/916235/0001144204-08-011675","http://www.sec.gov/Archives/edgar/data/916235/0001144204-08-011675-index.htm","2008-02-25 18:06:38","18:06:38"
"554",39996,29733,"31.03.07",1,2007,1,"2007Q1","2007Q1",621.208,2560.527,18.108,42.899,387.958,578.683,32.728,627.674,1559.41,91.443,1314.583,458.108,1001.117,154.322,11.2,135.2,"BBB+",1400,1400,615.145,"http://www.sec.gov/Archives/edgar/data/916076/0000950144-07-004483.txt",916076,"10-Q","MARTIN MARIETTA MATERIALS INC","31.03.07","09.05.07",2007,29733,"31.03.07",2007,1,"INDL","USD","2007Q1","2007Q1",129.33,12.048,49.864,266.148,"A",0.275,"http://www.sec.gov/Archives/edgar/data/916076/0000950144-07-004483","http://www.sec.gov/Archives/edgar/data/916076/0000950144-07-004483-index.htm","2007-05-09 14:41:39","14:41:39"
"555",40184,29823,"31.12.04",1,2004,4,"2004Q4","2004Q4",130.773,180.109,0.014,27.415,59.128,0,-1.299,113.62,114.295,2.088,35.388,115.794,65.814,0,1.045,3.14,"",3672,3672,570.1,"http://www.sec.gov/Archives/edgar/data/1160513/0000950153-05-000746.txt",1160513,"10-K","SUNTRON CORP","31.12.04","07.04.05",2004,29823,"31.12.04",2004,4,"INDL","USD","2004Q4","2004Q4",NA,2.466,2.697,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1160513/0000950153-05-000746","http://www.sec.gov/Archives/edgar/data/1160513/0000950153-05-000746-index.htm","2005-04-07 09:01:25","09:01:25"
"556",40199,29829,"31.12.04",1,2005,2,"2004Q4","2005Q2",9.135,16.339,0.181,17.518,3.287,2.222,0.408,7.317,9.539,0.806,1.513,8.069,6.8,0,0.23,1.44,"",8060,8060,570.1,"http://www.sec.gov/Archives/edgar/data/915127/0000915127-05-000009.txt",915127,"10-Q","PHC INC /MA/","31.12.04","14.02.05",2004,29829,"31.12.04",2005,2,"INDL","USD","2004Q4","2005Q2",NA,0.063,0.304,0.014,"I",0,"http://www.sec.gov/Archives/edgar/data/915127/0000915127-05-000009","http://www.sec.gov/Archives/edgar/data/915127/0000915127-05-000009-index.htm","2005-02-14 08:06:26","08:06:26"
"557",40265,29864,"30.09.05",1,2005,3,"2005Q3","2005Q3",NA,481.296,5.983,8.236,NA,240.214,1.174,NA,286.875,5.012,6.058,106.33,194.421,0,3.253,15.93,"",1531,1531,595.4,"http://www.sec.gov/Archives/edgar/data/917857/0001193125-05-221687.txt",917857,"10-Q","DOMINION HOMES INC","30.09.05","09.11.05",2005,29864,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",NA,0,1.594,0,"I",0,"http://www.sec.gov/Archives/edgar/data/917857/0001193125-05-221687","http://www.sec.gov/Archives/edgar/data/917857/0001193125-05-221687-index.htm","2005-11-09 16:55:05","16:55:05"
"558",40399,29921,"31.03.06",1,2006,1,"2006Q1","2006Q1",6.567,9.662,1.051,2.545,0.682,2.231,-0.215,2.578,4.809,-0.059,2.778,2.68,4.853,0,0.087,3.14,"",3357,3640,598.6,"http://www.sec.gov/Archives/edgar/data/917523/0001193125-06-116342.txt",917523,"10QSB","SUPER VISION INTERNATIONAL INC","31.03.06","19.05.06",2006,29921,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.212,0,"A",0,"http://www.sec.gov/Archives/edgar/data/917523/0001193125-06-116342","http://www.sec.gov/Archives/edgar/data/917523/0001193125-06-116342-index.htm","2006-05-19 16:00:23","16:00:23"
"559",40409,29930,"30.06.04",1,2004,1,"2004Q2","2004Q1",64.943,73.728,10.703,8.118,0.378,1.159,0.057,31.853,33.157,1.027,4.416,21.209,40.571,0,0.351,9.35,"",3690,3690,568.2,"http://www.sec.gov/Archives/edgar/data/918251/0000950148-04-001000.txt",918251,"10-Q","MOTORCAR PARTS  AMERICA INC","30.06.04","16.08.04",2004,29930,"30.06.04",2004,1,"INDL","USD","2004Q2","2004Q1",NA,0,0.231,0,"A",0,"http://www.sec.gov/Archives/edgar/data/918251/0000950148-04-001000","http://www.sec.gov/Archives/edgar/data/918251/0000950148-04-001000-index.htm","2004-08-16 17:26:48","17:26:48"
"560",40429,29934,"31.05.05",1,2004,4,"2005Q2","2004Q4",12.494,15.948,0.72,6.701,0,0,-0.826,2.7,2.7,0.479,2.637,4.476,13.248,0,0,3.64,"",3760,3760,582.4,"http://www.sec.gov/Archives/edgar/data/918027/0001019687-05-002591.txt",918027,"10KSB","HI SHEAR TECHNOLOGY CORP","31.05.05","13.09.05",2005,29934,"31.05.05",2004,4,"INDL","USD","2005Q2","2004Q4",NA,0,0.46,0,"I",0,"http://www.sec.gov/Archives/edgar/data/918027/0001019687-05-002591","http://www.sec.gov/Archives/edgar/data/918027/0001019687-05-002591-index.htm","2005-09-13 16:48:31","16:48:31"
"561",40435,29934,"30.11.06",1,2006,2,"2006Q4","2006Q2",17.515,20.141,2.296,6.774,0.039,0.094,0.905,3.93,4.361,1.619,2.626,4.958,15.78,0.337,0,8.52,"",3760,3760,603.6,"http://www.sec.gov/Archives/edgar/data/918027/0001019687-07-000086.txt",918027,"10QSB","HI SHEAR TECHNOLOGY CORP","30.11.06","16.01.07",2006,29934,"30.11.06",2006,2,"INDL","USD","2006Q4","2006Q2",NA,0,0.134,0,"I",0,"http://www.sec.gov/Archives/edgar/data/918027/0001019687-07-000086","http://www.sec.gov/Archives/edgar/data/918027/0001019687-07-000086-index.htm","2007-01-16 16:16:56","16:16:56"
"562",40507,29965,"31.03.05",1,2005,1,"2005Q1","2005Q1",8.296,11.453,0.3,12.834,3.302,2.715,0.177,5.586,8.301,0.352,2.379,4.538,3.184,0,0.075,1.21,"",NA,2080,579,"http://www.sec.gov/Archives/edgar/data/1000048/0001157523-05-004552.txt",1000048,"10QSB","TECHNOLOGY FLAVORS & FRAGRANCES INC","31.03.05","10.05.05",2005,29965,"31.03.05",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.087,0,"I",0,"http://www.sec.gov/Archives/edgar/data/1000048/0001157523-05-004552","http://www.sec.gov/Archives/edgar/data/1000048/0001157523-05-004552-index.htm","2005-05-10 13:38:40","13:38:40"
"563",40543,29997,"31.03.04",1,2004,3,"2004Q1","2004Q3",21.069,22.327,4.279,2.45,0,0,-0.693,2.631,2.631,-0.361,1.109,5.365,19.696,0,NA,5.57,"",2320,2320,561.5,"http://www.sec.gov/Archives/edgar/data/892653/0001104659-04-015380.txt",892653,"10-Q","SPORT HALEY INC","31.03.04","24.05.04",2004,29997,"31.03.04",2004,3,"INDL","USD","2004Q1","2004Q3",NA,0,0.335,NA,"I",0,"http://www.sec.gov/Archives/edgar/data/892653/0001104659-04-015380","http://www.sec.gov/Archives/edgar/data/892653/0001104659-04-015380-index.htm","2004-05-24 15:47:01","15:47:01"
"564",40571,30006,"30.09.05",1,2005,3,"2005Q3","2005Q3",428.625,468.512,112.985,27.436,0,0,8.273,325.72,325.72,13.145,26.689,544.975,142.792,0,0.495,19.14,"B+",5065,5065,595.4,"http://www.sec.gov/Archives/edgar/data/918946/0000950137-05-013476.txt",918946,"10-Q","BRIGHTPOINT INC","30.09.05","08.11.05",2005,30006,"30.09.05",2005,3,"INDL","USD","2005Q3","2005Q3",0,0.357,7.932,9.004,"I",0,"http://www.sec.gov/Archives/edgar/data/918946/0000950137-05-013476","http://www.sec.gov/Archives/edgar/data/918946/0000950137-05-013476-index.htm","2005-11-08 16:00:50","16:00:50"
"565",40621,30009,"30.06.05",1,2005,1,"2005Q2","2005Q1",52.748,58.63,7.801,35.387,3.694,0,-3.003,53.054,56.502,-0.985,0.474,39.377,2.128,0,NA,2.25,"",3572,3572,582.6,"http://www.sec.gov/Archives/edgar/data/901696/0000950137-05-010333.txt",901696,"10-Q","MTI TECHNOLOGY CORP","02.07.05","16.08.05",2005,30009,"30.06.05",2005,1,"INDL","USD","2005Q2","2005Q1",NA,0,0.005,0,"I",0,"http://www.sec.gov/Archives/edgar/data/901696/0000950137-05-010333","http://www.sec.gov/Archives/edgar/data/901696/0000950137-05-010333-index.htm","2005-08-16 12:21:06","12:21:06"
"566",40693,30032,"30.09.07",1,2007,2,"2007Q3","2007Q2",179.099,1092.98,20.965,44.352,0,320,34.538,166.597,673.339,55.135,694.243,209.847,419.641,186.742,5.968,35.74,"",3270,3270,624.543,"http://www.sec.gov/Archives/edgar/data/918646/0000950134-07-022967.txt",918646,"10-Q","EAGLE MATERIALS INC","30.09.07","06.11.07",2007,30032,"30.09.07",2007,2,"INDL","USD","2007Q3","2007Q2",38.52,0,62.09,142.074,"A",0.2,"http://www.sec.gov/Archives/edgar/data/918646/0000950134-07-022967","http://www.sec.gov/Archives/edgar/data/918646/0000950134-07-022967-index.htm","2007-11-06 12:20:15","12:20:15"
"567",40792,30121,"31.03.07",1,2006,4,"2007Q1","2006Q4",15.209,33.604,0.302,3.334,0.589,3.151,0.77,7.111,10.262,1.68,15.734,14.613,23.342,0,0.053,19,"",2522,2522,615.145,"http://www.sec.gov/Archives/edgar/data/921030/0000921030-07-000019.txt",921030,"10-K","MITY ENTERPRISES INC","31.03.07","29.06.07",2007,30121,"31.03.07",2006,4,"INDL","USD","2007Q1","2006Q4",0,0,4.589,12.124,"I",0,"http://www.sec.gov/Archives/edgar/data/921030/0000921030-07-000019","http://www.sec.gov/Archives/edgar/data/921030/0000921030-07-000019-index.htm","2007-06-29 16:33:13","16:33:13"
"568",40863,30163,"30.06.04",1,2004,2,"2004Q2","2004Q2",57.512,176.02,46.763,11.891,2.353,83.322,-8.348,8.587,124.535,0.806,42.175,4.479,40.083,0,2.588,1.08,"",4991,4991,568.2,"http://www.sec.gov/Archives/edgar/data/351917/0001046211-04-000055.txt",351917,"10-Q","U S ENERGY SYSTEMS INC","30.06.04","16.08.04",2004,30163,"30.06.04",2004,2,"INDL","USD","2004Q2","2004Q2",0,0,-0.342,0,"I",0,"http://www.sec.gov/Archives/edgar/data/351917/0001046211-04-000055","http://www.sec.gov/Archives/edgar/data/351917/0001046211-04-000055-index.htm","2004-08-16 17:13:45","17:13:45"
"569",40883,30169,"31.03.06",1,2006,1,"2006Q1","2006Q1",80.308,125.851,5.648,5.405,8.132,1.068,3.844,37.137,41.897,3.151,43.919,186.555,83.616,3.381,1.264,14.25,"",2211,2211,598.6,"http://www.sec.gov/Archives/edgar/data/918964/0001169232-06-002967.txt",918964,"10-Q","SAFETY COMPONENTS INTERNATIONAL INC","31.03.06","05.07.06",2006,30169,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,1.192,0,"I",0,"http://www.sec.gov/Archives/edgar/data/918964/0001169232-06-002967","http://www.sec.gov/Archives/edgar/data/918964/0001169232-06-002967-index.htm","2006-07-05 16:34:05","16:34:05"
"570",40953,30205,"31.03.04",1,2004,1,"2004Q1","2004Q1",8.767,13.291,1.186,9.524,2.82,0.929,-0.976,4.667,5.824,-0.172,2.795,5.029,7.467,0,0.047,1.33,"",2834,2834,561.5,"http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000017.txt",892160,"10QSB","DERMA SCIENCES INC","31.03.04","14.05.04",2004,30205,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0.376,0.136,0,"I",0,"http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000017","http://www.sec.gov/Archives/edgar/data/892160/0001088020-04-000017-index.htm","2004-05-14 11:03:29","11:03:29"
"571",40997,30219,"31.10.06",1,2006,3,"2006Q3","2006Q3",499.203,810.731,175.615,39.287,9.559,259.765,1.932,165.439,469.887,17.685,163.793,297.911,340.844,21.201,4.587,23.92,"BB-",3990,3990,604.6,"http://www.sec.gov/Archives/edgar/data/921503/0001104659-06-080705.txt",921503,"10-Q","BLYTH INC","31.10.06","11.12.06",2006,30219,"31.10.06",2006,3,"INDL","USD","2006Q3","2006Q3",0,6.654,12.409,34.988,"I",0,"http://www.sec.gov/Archives/edgar/data/921503/0001104659-06-080705","http://www.sec.gov/Archives/edgar/data/921503/0001104659-06-080705-index.htm","2006-12-11 16:17:39","16:17:39"
"572",41014,30220,"31.12.06",1,2006,4,"2006Q4","2006Q4",201.438,379.033,33.402,18.338,5,55,-0.973,100.721,169.147,5.657,155.341,109.479,209.886,0,0.646,6.97,"",3714,3714,604.5,"http://www.sec.gov/Archives/edgar/data/864240/0001193125-07-054315.txt",864240,"10-K","SYPRIS SOLUTIONS INC","31.12.06","14.03.07",2006,30220,"31.12.06",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,10.326,0,"A",0.03,"http://www.sec.gov/Archives/edgar/data/864240/0001193125-07-054315","http://www.sec.gov/Archives/edgar/data/864240/0001193125-07-054315-index.htm","2007-03-14 12:51:25","12:51:25"
"573",41174,30265,"31.03.04",1,2004,1,"2004Q1","2004Q1",35.356,70.128,6.694,9.05,6.826,6.074,-0.025,35.412,42.904,0.527,29.54,15.46,27.224,0.068,0.231,5.29,"",7372,7372,561.5,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-04-000013.txt",920691,"10-Q","TRIPOS INC","31.03.04","06.05.04",2004,30265,"31.03.04",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,1.101,0,"I",0,"http://www.sec.gov/Archives/edgar/data/920691/0000920691-04-000013","http://www.sec.gov/Archives/edgar/data/920691/0000920691-04-000013-index.htm","2004-05-06 16:56:52","16:56:52"
"574",41361,30463,"29.02.04",1,2004,2,"2004Q1","2004Q2",NA,502.917,6.714,14.599,31.027,127.01,2.237,NA,382.345,11.27,209.146,166.561,120.572,14.504,NA,17.06,"",3743,3743,557.9,"http://www.sec.gov/Archives/edgar/data/923120/0000891020-04-000367.txt",923120,"10-Q","GREENBRIER COMPANIES INC","29.02.04","14.04.04",2004,30463,"29.02.04",2004,2,"INDL","USD","2004Q1","2004Q2",NA,0,18.192,0,"A",0,"http://www.sec.gov/Archives/edgar/data/923120/0000891020-04-000367","http://www.sec.gov/Archives/edgar/data/923120/0000891020-04-000367-index.htm","2004-04-14 13:36:03","13:36:03"
"575",41447,30558,"30.06.07",1,2007,2,"2007Q2","2007Q2",145.975,194.964,8.564,11.555,1.594,4.739,4.873,65.691,70.43,9.412,31.894,108.825,124.534,0,0.882,25.1,"",3713,3713,624.129,"http://www.sec.gov/Archives/edgar/data/924822/0001188112-07-002390.txt",924822,"10-Q","MILLER INDUSTRIES INC /TN/","30.06.07","07.08.07",2007,30558,"30.06.07",2007,2,"INDL","USD","2007Q2","2007Q2",NA,0,5.828,0,"A",0,"http://www.sec.gov/Archives/edgar/data/924822/0001188112-07-002390","http://www.sec.gov/Archives/edgar/data/924822/0001188112-07-002390-index.htm","2007-08-07 17:20:16","17:20:16"
"576",41458,30559,"31.12.05",1,2005,4,"2005Q4","2005Q4",337.275,1385.128,135.238,31.686,78.146,1083.083,-546.475,493.131,1597.946,110.03,703.783,677.395,-212.818,0.07,27.099,5.61,"B",7841,7841,589.4,"http://www.sec.gov/Archives/edgar/data/925178/0000925178-06-000009.txt",925178,"10-K","MOVIE GALLERY INC","01.01.06","24.03.06",2005,30559,"31.12.05",2005,4,"INDL","USD","2005Q4","2005Q4",NA,1096.686,58.198,0,"I",0,"http://www.sec.gov/Archives/edgar/data/925178/0000925178-06-000009","http://www.sec.gov/Archives/edgar/data/925178/0000925178-06-000009-index.htm","2006-03-23 17:34:11","17:34:11"
"577",41464,30559,"30.06.07",1,2007,2,"2007Q2","2007Q2",291.105,891.993,45.513,32.275,1197.683,0,-309.939,1419.215,1452.287,43.62,479.184,561.223,-560.294,0,28.679,1.9,"B-",7841,7841,624.129,"http://www.sec.gov/Archives/edgar/data/925178/0000925178-07-000018.txt",925178,"10-Q","MOVIE GALLERY INC","01.07.07","10.08.07",2007,30559,"30.06.07",2007,2,"INDL","USD","2007Q2","2007Q2",NA,3.129,1.384,0,"I",0,"http://www.sec.gov/Archives/edgar/data/925178/0000925178-07-000018","http://www.sec.gov/Archives/edgar/data/925178/0000925178-07-000018-index.htm","2007-08-10 14:59:53","14:59:53"
"578",41540,30612,"30.06.06",1,2006,2,"2006Q2","2006Q2",81.969,347.68,7.957,16.061,11.194,39.217,9.053,88.739,131.82,18.166,36.7,132.91,215.86,2.68,1.122,37.9,"",8082,8082,607.8,"http://www.sec.gov/Archives/edgar/data/896262/0001193125-06-158169.txt",896262,"10-Q","AMEDISYS INC","30.06.06","01.08.06",2006,30612,"30.06.06",2006,2,"INDL","USD","2006Q2","2006Q2",NA,8.767,12.608,0,"A",0,"http://www.sec.gov/Archives/edgar/data/896262/0001193125-06-158169","http://www.sec.gov/Archives/edgar/data/896262/0001193125-06-158169-index.htm","2006-08-01 16:18:46","16:18:46"
"579",41562,30614,"30.09.07",1,2007,3,"2007Q3","2007Q3",22.658,32.504,10.536,11.59,1.97,1.454,-3.175,5.984,7.633,-2.585,5.325,5.745,24.871,0.195,NA,7.49,"",3640,3640,624.543,"http://www.sec.gov/Archives/edgar/data/924168/0001144204-07-059560.txt",924168,"10-Q","ENERGY FOCUS, INC/DE","30.09.07","09.11.07",2007,30614,"30.09.07",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,0.244,0,"A",0,"http://www.sec.gov/Archives/edgar/data/924168/0001144204-07-059560","http://www.sec.gov/Archives/edgar/data/924168/0001144204-07-059560-index.htm","2007-11-09 10:13:45","10:13:45"
"580",41722,30697,"30.06.06",1,2006,4,"2006Q2","2006Q4",1529.263,5502.437,100.837,113.159,23.074,1614.032,86.061,825.105,3046.219,244.01,870.02,1380.702,2456.218,331.433,25.782,51.61,"BB",7374,7374,607.8,"http://www.sec.gov/Archives/edgar/data/2135/0000950134-07-001053.txt",2135,"10-K","AFFILIATED COMPUTER SERVICES INC","30.06.06","23.01.07",2006,30697,"30.06.06",2006,4,"INDL","USD","2006Q2","2006Q4",49.41,250.317,394.467,861.075,"I",0,"http://www.sec.gov/Archives/edgar/data/2135/0000950134-07-001053","http://www.sec.gov/Archives/edgar/data/2135/0000950134-07-001053-index.htm","2007-01-23 16:52:45","16:52:45"
"581",41762,30710,"31.03.06",1,2006,1,"2006Q1","2006Q1",228.934,286.909,128.045,52.428,0,0,3.693,69.584,69.584,4.21,22.802,58.413,217.325,0,0,12,"",3559,3559,598.6,"http://www.sec.gov/Archives/edgar/data/928421/0001136261-06-000066.txt",928421,"10-Q","MATTSON TECHNOLOGY INC","02.04.06","17.05.06",2006,30710,"31.03.06",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.428,0,"I",0,"http://www.sec.gov/Archives/edgar/data/928421/0001136261-06-000066","http://www.sec.gov/Archives/edgar/data/928421/0001136261-06-000066-index.htm","2006-05-17 16:40:10","16:40:10"
"582",41782,30714,"31.12.06",1,2006,3,"2006Q4","2006Q3",119.924,150.747,0,5.45,5.985,4.293,1.765,87.285,95.763,4.353,24.252,134.717,54.984,2.785,0.324,21.59,"",5065,5065,604.5,"http://www.sec.gov/Archives/edgar/data/927355/0001104659-07-008077.txt",927355,"10-Q","TESSCO TECHNOLOGIES INC","24.12.06","07.02.07",2006,30714,"31.12.06",2006,3,"INDL","USD","2006Q4","2006Q3",20.88,4.533,2.945,17.695,"A",0,"http://www.sec.gov/Archives/edgar/data/927355/0001104659-07-008077","http://www.sec.gov/Archives/edgar/data/927355/0001104659-07-008077-index.htm","2007-02-07 16:57:37","16:57:37"
"583",41981,30870,"30.09.04",1,2005,1,"2004Q3","2005Q1",191.979,320.518,92.555,42.025,58.366,1.628,-30.53,179.699,213.314,NA,17.325,62.98,107.204,4.24,NA,6.99,"B",7372,7372,568.7,"http://www.sec.gov/Archives/edgar/data/929940/0001047469-05-006557.txt",929940,"10-Q","ASPEN TECHNOLOGY INC /DE/","30.09.04","15.03.05",2004,30870,"30.09.04",2005,1,"INDL","USD","2004Q3","2005Q1",NA,0,1.982,0,"A",0,"http://www.sec.gov/Archives/edgar/data/929940/0001047469-05-006557","http://www.sec.gov/Archives/edgar/data/929940/0001047469-05-006557-index.htm","2005-03-15 17:04:46","17:04:46"
"584",42009,30877,"31.12.07",1,2007,4,"2007Q4","2007Q4",136.75,439.794,4.5,14.026,55.204,86.467,0.176,110.06,267.528,16.904,247.53,192.902,172.266,57.902,3.361,6.72,"",4213,4213,629.174,"http://www.sec.gov/Archives/edgar/data/928658/0001008886-08-000022.txt",928658,"10-K","COVENANT TRANSPORTATION GROUP INC","31.12.07","17.03.08",2007,30877,"31.12.07",2007,4,"INDL","USD","2007Q4","2007Q4",0,0,64.261,0,"A",0,"http://www.sec.gov/Archives/edgar/data/928658/0001008886-08-000022","http://www.sec.gov/Archives/edgar/data/928658/0001008886-08-000022-index.htm","2008-03-17 14:22:18","14:22:18"
