"","gvkey","datadate","viol","fyearq","fqtr","datacqtr","datafqtr","actq","atq","cheq","cshoq","dlcq","dlttq","ibq","lctq","ltq","oibdpq","ppentq","saleq","seqq","txditcq","xintq","prccq","splticrm","sich","sic","cuur0000aa0","websiteSEC","cikSEC","formtype","nameSEC","datereport","datefiled","Year","gvkey.1","datadate.1","fyearq.1","fqtr.1","indfmt","curcdq","datacqtr.1","datafqtr.1","prcraq","aqcy","capxy","prstkcy","costat","dvpspq"
"26538",14561,"31.03.2004",1,2004,3,"2004Q1","2004Q3",75.157,174.99,16.44,14.37,7.55,10.5,4.775,31.544,50.105,9.88,60.828,39.129,124.885,6.123,0.101,24.48,"",3827,3827,561.5,"http://www.sec.gov/Archives/edgar/data/820318/0000820318-04-000022.txt",820318,"10-Q","II-VI INC","31.03.04","13.05.04",2004,14561,"31.03.2004",2004,3,"INDL","USD","2004Q1","2004Q3",NA,2.554,8.889,0,"A",0
"26754",14624,"30.09.2007",1,2007,3,"2007Q3","2007Q3",3553.59,6946.171,187.037,272.888,49.933,581.14,117.488,2832.698,3953.753,188.225,1529.046,3935.411,2977.419,0,19.316,20.62,"BBB-",5940,5940,624.543,"http://www.sec.gov/Archives/edgar/data/800240/0000950144-07-010654.txt",800240,"10-Q","OFFICE DEPOT INC","29.09.07","20.11.07",2007,14624,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",0,47.848,334.01,209.964,"A",0
"26786",14638,"31.12.2004",1,2004,4,"2004Q4","2004Q4",68.223,107.125,3.354,4.104,7.447,30.494,-3.181,42.716,88.647,-0.467,25.005,59.491,18.478,0,0.451,27.25,"",3721,3721,570.1,"http://www.sec.gov/Archives/edgar/data/771729/0001193125-05-077747.txt",771729,"10-K","PEMCO AVIATION GROUP INC","31.12.04","15.04.05",2004,14638,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,4.238,0.921,"A",0
"26821",14653,"30.06.2005",1,2005,4,"2005Q2","2005Q4",4.639,7.4,0.221,7.285,0.233,0.869,0.185,1.435,2.366,0.3,0.503,2.613,5.034,0.062,0.033,1.67,"",3669,3669,582.6,"http://www.sec.gov/Archives/edgar/data/803044/0001169232-05-004598.txt",803044,"10KSB","ELECTRONIC CONTROL SECURITY INC","30.06.05","16.09.05",2005,14653,"30.06.2005",2005,4,"INDL","USD","2005Q2","2005Q4",NA,0.572,0.096,0,"A",0
"26845",14790,"30.09.2007",1,2007,3,"2007Q3","2007Q3",NA,2075.468,45.297,26.249,NA,883.927,-118.552,NA,1222.57,-129.535,37.143,578.569,852.898,0,16.459,14.12,"BB",1531,1531,624.543,"http://www.sec.gov/Archives/edgar/data/833079/0001104659-07-081072.txt",833079,"10-Q","Meritage Homes CORP","30.09.07","08.11.07",2007,14790,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",0,0,10.739,0,"A",0
"26919",14815,"30.09.2006",1,2006,2,"2006Q3","2006Q2",0.208,19.437,0.021,6.447,0,4.784,-0.682,3.701,8.76,-0.406,19.229,0.348,10.677,0,0.1,2.7,"",1311,1311,607.9,"http://www.sec.gov/Archives/edgar/data/354567/0001144204-06-046834.txt",354567,"10QSB","UNITED HERITAGE CORP","30.09.06","13.11.06",2006,14815,"30.09.2006",2006,2,"INDL","USD","2006Q3","2006Q2",NA,0,4.339,0,"A",0
"26928",14834,"29.02.2004",1,2004,2,"2004Q1","2004Q2",5.15,6.075,2.207,1.636,0.321,0.228,-0.087,2.081,2.309,-0.039,0.823,2.867,3.766,0,0.008,3.1,"",3669,3669,557.9,"http://www.sec.gov/Archives/edgar/data/717751/0001193125-04-061398.txt",717751,"10QSB","INTERNATIONAL ELECTRONICS INC","29.02.04","13.04.04",2004,14834,"29.02.2004",2004,2,"INDL","USD","2004Q1","2004Q2",NA,0,0.264,0,"I",0
"26952",14852,"31.12.2005",1,2006,1,"2005Q4","2006Q1",2.859,5.104,0.005,7.685,0.748,1.006,-0.034,1.684,2.69,0.042,0.628,1.907,2.414,0,0.027,1.52,"",3728,3728,589.4,"http://www.sec.gov/Archives/edgar/data/801907/0001104659-06-009613.txt",801907,"10QSB","BALLISTIC RECOVERY SYSTEMS INC","31.12.05","14.02.06",2005,14852,"31.12.2005",2006,1,"INDL","USD","2005Q4","2006Q1",NA,0,0.079,0,"A",0
"26980",14863,"30.06.2007",1,2007,2,"2007Q2","2007Q2",537.392,1244.177,65.962,28.616,81.291,61.945,37.354,307.266,442.977,68.209,184.723,408.888,801.2,36.4,2.124,78.54,"",NA,3640,624.129,"http://www.sec.gov/Archives/edgar/data/833076/0000833076-07-000028.txt",833076,"10-Q","GENLYTE GROUP INC","30.06.07","08.08.07",2007,14863,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,21.867,17.678,0,"I",0
"27052",14898,"30.06.2006",1,2006,2,"2006Q2","2006Q2",82.084,146.477,14.2,18.303,3.652,22.374,-10.525,46.808,70.264,-6.264,11,27.131,76.213,0,NA,20.09,"",3559,3559,607.8,"http://www.sec.gov/Archives/edgar/data/910638/0001104659-06-054769.txt",910638,"10-Q","3D SYSTEMS CORP","30.06.06","14.08.06",2006,14898,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,3.442,0,"A",0
"27533",15291,"31.12.2005",1,2005,4,"2005Q4","2005Q4",239.87,400.798,163.019,36.987,5.467,0,10.51,61.796,63.925,38.495,159.328,58.292,297.512,0,0.153,8.88,"",1311,1311,589.4,"http://www.sec.gov/Archives/edgar/data/845289/0000950134-06-003753.txt",845289,"10-K","HARVEST NATURAL RESOURCES, INC.","31.12.05","27.02.06",2005,15291,"31.12.2005",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,16.147,NA,"A",0
"27564",15331,"30.09.2004",1,2004,3,"2004Q3","2004Q3",30.386,34.029,0.754,7.196,6.66,5.333,-2.379,17.801,23.447,-0.444,2.796,15.419,10.582,0,0.141,3.81,"",3559,3559,568.7,"http://www.sec.gov/Archives/edgar/data/840883/0000950135-04-005411.txt",840883,"10-Q","BTU INTERNATIONAL INC","03.10.04","17.11.04",2004,15331,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,0.198,0,"I",0
"27629",15347,"30.09.2007",1,2007,3,"2007Q3","2007Q3",114.917,193.816,8.253,36.549,28.039,10.259,-2.684,74.363,84.622,-2.815,39.5,57.662,109.194,0,0.507,6.27,"",3555,3555,624.543,"http://www.sec.gov/Archives/edgar/data/846876/0000846876-08-000008.txt",846876,"10-Q","PRESSTEK INC /DE/","29.09.07","15.02.08",2007,15347,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0.02,2.533,NA,"I",0
"27768",15474,"30.09.2007",1,2007,4,"2007Q3","2007Q4",9.979,11.043,0.253,5.211,0.021,2.139,-0.246,3.317,5.456,0.087,0.831,6.396,5.587,0,0.041,1.94,"",3669,3669,624.543,"http://www.sec.gov/Archives/edgar/data/823130/0000943763-07-000068.txt",823130,"10KSB","SYNERGX SYSTEMS INC","30.09.07","27.12.07",2007,15474,"30.09.2007",2007,4,"INDL","USD","2007Q3","2007Q4",NA,0,0.281,0,"I",0
"27975",16405,"31.12.2006",1,2006,4,"2006Q4","2006Q4",15.076,16.692,0.794,8.64,6.228,2.366,0.917,14.278,18.144,1.427,0.809,12.869,-1.452,0,0.349,0.34,"",7373,7373,604.5,"http://www.sec.gov/Archives/edgar/data/97052/0000097052-07-000010.txt",97052,"10-K","TELTRONICS INC","31.12.06","17.04.07",2006,16405,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,0.379,0,"I",0
"27998",16456,"30.06.2004",1,2004,2,"2004Q2","2004Q2",196.345,747.672,1.19,21.602,395.195,25.389,3.166,443.136,509.015,17.639,48.251,145.125,238.657,37.428,8.523,11.72,"B+",8093,8093,568.2,"http://www.sec.gov/Archives/edgar/data/722723/0000950133-04-003258.txt",722723,"10-Q","HANGER ORTHOPEDIC GROUP INC","30.06.04","16.08.04",2004,16456,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,16.867,10.773,0,"A",0
"28076",16488,"30.04.2006",1,2006,3,"2006Q1","2006Q3",30.363,64.812,12.774,45.747,0.407,21.1,-7.649,11.477,32.844,-6.377,9.532,1.218,31.968,0,0.72,3.25,"",2834,2834,603.5,"http://www.sec.gov/Archives/edgar/data/827156/0000950153-06-001560.txt",827156,"10-Q","ZILA INC","30.04.06","08.06.06",2006,16488,"30.04.2006",2006,3,"INDL","USD","2006Q1","2006Q3",0,0,0.943,0,"I",0
"28411",18364,"31.03.2004",1,2004,1,"2004Q1","2004Q1",57.686,409.695,11.151,8.618,46.108,91.042,-9.713,69.629,223.13,0.291,155.976,30.892,186.565,27.296,3.124,49,"",4833,4833,561.5,"http://www.sec.gov/Archives/edgar/data/1034669/0001193125-04-083504.txt",1034669,"10-Q","FISHER COMMUNICATIONS INC","31.03.04","10.05.04",2004,18364,"31.03.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,0.392,0,"I",0
"28453",18560,"30.09.2004",1,2004,3,"2004Q3","2004Q3",17.579,91.508,12.414,17.704,0.028,0.013,-27.705,2.614,4.17,2.601,6.03,10.992,87.338,0,NA,15.5,"",4833,4833,568.7,"http://www.sec.gov/Archives/edgar/data/760326/0001019687-04-002469.txt",760326,"10-Q","OUTDOOR CHANNEL HOLDINGS INC","30.09.04","12.11.04",2004,18560,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,1.631,0,"I",0
"28459",18560,"31.03.2006",1,2006,1,"2006Q1","2006Q1",72.707,154.938,56.943,24.577,0.701,4.018,-0.167,5.964,11.551,-0.119,16.402,10.105,143.387,0,0.077,10.19,"",4833,4833,598.6,"http://www.sec.gov/Archives/edgar/data/760326/0001104659-06-033272.txt",760326,"10-Q","OUTDOOR CHANNEL HOLDINGS INC","31.03.06","10.05.06",2006,18560,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,1.189,0,"I",0
"28569",19034,"30.06.2004",1,2004,2,"2004Q2","2004Q2",3.006,3.186,0.018,44.534,2.383,0,-0.387,5.632,5.632,-0.293,0.126,3.344,-2.446,0,0.077,0.08,"",2834,2834,568.2,"http://www.sec.gov/Archives/edgar/data/797167/0001193125-04-141394.txt",797167,"10-Q","NATURADE INC","30.06.04","16.08.04",2004,19034,"30.06.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0,0,"I",0
"28699",19402,"31.07.2004",1,2004,2,"2004Q2","2004Q2",99.706,106.437,0.68,7.17,21.802,0,-1.66,47.048,47.295,-0.846,1.77,43.974,59.142,0,0.197,7,"",2300,2300,567.5,"http://www.sec.gov/Archives/edgar/data/821002/0000950136-04-002951.txt",821002,"10-Q","G III APPAREL GROUP LTD /DE/","31.07.04","13.09.04",2004,19402,"31.07.2004",2004,2,"INDL","USD","2004Q2","2004Q2",NA,0,0.193,0,"A",0
"28735",19431,"31.01.2006",1,2005,4,"2005Q4","2005Q4",52.778,88.635,1.483,5.276,1.562,29.724,-1.094,24.235,56.825,-0.23,28.32,38.31,31.81,0,0.48,6.05,"",3564,3490,593.9,"http://www.sec.gov/Archives/edgar/data/914122/0000914122-06-000017.txt",914122,"10-K","MFRI INC","31.01.06","15.05.06",2006,19431,"31.01.2006",2005,4,"INDL","USD","2005Q4","2005Q4",NA,0,6.315,0,"A",0
"28742",19431,"31.10.2007",1,2007,3,"2007Q3","2007Q3",102.275,145.076,3.392,6.653,5.111,26.356,0.983,51.998,82.483,2.496,35.228,65.086,62.593,0,0.664,16.36,"",3564,3490,625.879,"http://www.sec.gov/Archives/edgar/data/914122/0001169232-07-004662.txt",914122,"10-Q","MFRI INC","31.10.07","18.12.07",2007,19431,"31.10.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0,4.522,0,"A",0
"28788",19557,"31.03.2007",1,2007,1,"2007Q1","2007Q1",6.569,21.014,3.095,8.188,0.887,0.912,-0.062,4.53,6.715,0.242,1.435,4.211,14.299,0,0.058,2.04,"",7374,7374,615.145,"http://www.sec.gov/Archives/edgar/data/768892/0001104659-07-037485.txt",768892,"10-Q","HEALTHAXIS INC","31.03.07","09.05.07",2007,19557,"31.03.2007",2007,1,"INDL","USD","2007Q1","2007Q1",1.78,0,0.033,0,"I",0
"28852",19911,"30.09.2006",1,2006,4,"2006Q3","2006Q4",24.037,35.749,2.53,7.411,3.996,4.544,2.815,17.697,27.487,4.884,8.457,19.808,8.262,0,0.459,12.67,"",3714,3714,607.9,"http://www.sec.gov/Archives/edgar/data/854860/0001206774-06-002597.txt",854860,"10-K","WILLIAMS CONTROLS INC","30.09.06","14.12.06",2006,19911,"30.09.2006",2006,4,"INDL","USD","2006Q3","2006Q4",NA,0,2.281,3.2,"I",0
"28891",20036,"31.12.2004",1,2004,4,"2004Q4","2004Q4",12.292,43.341,1.758,33.498,2.061,15.571,-0.731,15.763,31.334,0.83,25.481,15.278,12.007,0,0.523,1.27,"",2430,2430,570.1,"http://www.sec.gov/Archives/edgar/data/849706/0000950134-05-007446.txt",849706,"10-K","ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC","31.12.04","14.04.05",2004,20036,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,5.869,NA,"I",0
"29000",20217,"30.06.2007",1,2007,2,"2007Q2","2007Q2",48.545,489.296,17.389,22.222,0.179,255.091,-1.38,37.349,298.184,8.234,427.774,29.362,106.725,0,7.514,11.68,"",1311,1311,624.129,"http://www.sec.gov/Archives/edgar/data/775351/0001014108-07-000172.txt",775351,"10-Q","QUEST RESOURCE CORP","30.06.07","09.08.07",2007,20217,"30.06.2007",2007,2,"INDL","USD","2007Q2","2007Q2",NA,0,63.272,0,"A",0
"29026",20296,"31.12.2004",1,2004,4,"2004Q4","2004Q4",69.159,84.43,44.108,22.22,0,0,-12.336,11.211,11.211,-5.654,11.097,21.121,73.219,0,NA,18.23,"",3841,3841,570.1,"http://www.sec.gov/Archives/edgar/data/857728/0000892569-05-000146.txt",857728,"10-K","I FLOW CORP /DE/","31.12.04","16.03.05",2004,20296,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",NA,0,6.603,0,"I",0
"29101",20653,"31.12.2006",1,2006,4,"2006Q4","2006Q4",183.269,2139.837,53.873,120.136,0.671,514.173,55.123,200.398,1033.778,100.519,1879.768,166.139,1106.059,235.78,9.154,27.79,"BB",1311,1311,604.5,"http://www.sec.gov/Archives/edgar/data/945764/0000950134-07-004432.txt",945764,"10-K","DENBURY RESOURCES INC","31.12.06","01.03.07",2006,20653,"31.12.2006",2006,4,"INDL","USD","2006Q4","2006Q4",NA,0,889.913,5.544,"A",0
"29151",20904,"31.12.2004",1,2005,1,"2004Q4","2005Q1",168.633,215.697,72.702,20.754,0.473,0.354,4.574,42.336,42.69,6.202,34.234,66.176,173.007,0,NA,27.47,"",3844,3844,570.1,"http://www.sec.gov/Archives/edgar/data/859737/0001193125-05-018472.txt",859737,"10-Q","HOLOGIC INC","25.12.04","03.02.05",2004,20904,"31.12.2004",2005,1,"INDL","USD","2004Q4","2005Q1",NA,0,3.148,NA,"A",0
"29295",21136,"31.12.2007",1,2007,4,"2007Q4","2007Q4",6.876,9.15,0.336,21.745,0.844,1.107,-0.028,2.859,4.054,0.106,2.267,3.349,5.096,0,0.043,0.98,"",2835,2835,629.174,"http://www.sec.gov/Archives/edgar/data/896747/0001144204-08-018087.txt",896747,"10KSB","AMERICAN BIO MEDICA CORP","31.12.07","28.03.08",2007,21136,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,0.706,0,"A",0
"29448",21244,"31.03.2004",1,2004,1,"2004Q1","2004Q1",113.196,333.046,7.256,10.295,0.372,119.471,0.276,80.945,206.321,5.146,31.934,67.23,126.725,0,3.268,25.39,"B+",5961,5961,561.5,"http://www.sec.gov/Archives/edgar/data/1007228/0001007228-04-000010.txt",1007228,"10-Q","MATRIA HEALTHCARE INC","31.03.04","07.05.04",2004,21244,"31.03.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,3.044,0,"I",0
"29541",21427,"30.09.2005",1,2006,1,"2005Q3","2006Q1",45.106,65.198,3.454,5.2,2.598,16.271,1.732,19.358,36.691,3.848,8.378,31.024,25.491,0.202,0.304,17.97,"",3640,3640,595.4,"http://www.sec.gov/Archives/edgar/data/856250/0000950134-05-020934.txt",856250,"10-Q","CRAFTMADE INTERNATIONAL INC","30.09.05","09.11.05",2005,21427,"30.09.2005",2006,1,"INDL","USD","2005Q3","2006Q1",NA,0,0.036,0,"I",0.1
"29673",21519,"31.07.2004",1,2004,3,"2004Q2","2004Q3",99.434,156.07,3.14,13.461,6.295,28.237,0.508,28.699,58.868,NA,32.717,42.825,97.202,1.586,0.498,8.65,"",2320,2320,567.5,"http://www.sec.gov/Archives/edgar/data/820774/0000950137-04-007713.txt",820774,"10-Q","ASHWORTH INC","31.07.04","14.09.04",2004,21519,"31.07.2004",2004,3,"INDL","USD","2004Q2","2004Q3",NA,23.678,19.263,0,"I",0
"29767",21663,"30.09.2004",1,2004,3,"2004Q3","2004Q3",2.133,2.187,0.09,10.284,0.125,0,0.354,2.156,2.156,0.075,0.031,2.438,0.031,0,NA,0.32,"",7371,7371,568.7,"http://www.sec.gov/Archives/edgar/data/803578/0001193125-04-196567.txt",803578,"10QSB","INFORMATION ANALYSIS INC","30.09.04","15.11.04",2004,21663,"30.09.2004",2004,3,"INDL","USD","2004Q3","2004Q3",NA,0,0.015,0,"A",0
"29818",21677,"30.09.2007",1,2007,3,"2007Q3","2007Q3",4.296,15.676,0.443,497.548,6.302,2.54,-1.682,19.145,21.685,NA,4.588,10.815,-6.712,0,NA,0.008,"",NA,6794,624.543,"http://www.sec.gov/Archives/edgar/data/1269127/0001269127-07-000228.txt",1269127,"10QSB","GS Cleantech Corp","30.09.07","14.11.07",2007,21677,"30.09.2007",2007,3,"INDL","USD","2007Q3","2007Q3",NA,0.466,1.565,0,"A",0
"29859",21763,"31.12.2004",1,2004,4,"2004Q4","2004Q4",65.681,111.801,16.198,21.768,6.725,3.995,-10.177,38.781,45.964,-4.467,26.713,40.515,65.837,0,0.276,2.42,"",3674,3674,570.1,"http://www.sec.gov/Archives/edgar/data/32272/0000950153-05-000717.txt",32272,"10-K","THREE FIVE SYSTEMS INC","31.12.04","04.04.05",2004,21763,"31.12.2004",2004,4,"INDL","USD","2004Q4","2004Q4",0,NA,8.121,0,"I",0
"29933",21856,"30.09.2005",1,2005,4,"2005Q3","2005Q4",0.949,5.702,0.932,20.093,0.408,0,-0.787,0.903,0.903,-0.282,2.392,0.105,4.799,0,0.009,1.19,"",7370,7370,595.4,"http://www.sec.gov/Archives/edgar/data/851199/0001038838-06-000015.txt",851199,"10KSB","SIRICOMM INC","30.09.05","13.01.06",2005,21856,"30.09.2005",2005,4,"INDL","USD","2005Q3","2005Q4",NA,0,0.978,0,"I",0
"30051",22140,"30.09.2005",1,2005,3,"2005Q3","2005Q3",987,13652.2,50.8,330.7,244.5,6910.6,49.2,1586.8,10264.6,375.1,4207.3,1476.9,3387.6,312.5,131.7,8.45,"BB",4953,4953,595.4,"http://www.sec.gov/Archives/edgar/data/848865/0000950153-05-002814.txt",848865,"10-Q","ALLIED WASTE INDUSTRIES INC","30.09.05","08.11.05",2005,22140,"30.09.2005",2005,3,"INDL","USD","2005Q3","2005Q3",NA,5.8,491.4,NA,"I",0
"30122",22205,"31.12.2007",1,2007,4,"2007Q4","2007Q4",405.727,446.353,291.235,34.759,0,0,0.596,50.401,62.12,-2.811,24.1,78.167,384.233,0,NA,18.1,"",3140,3140,629.174,"http://www.sec.gov/Archives/edgar/data/862480/0001193125-08-037740.txt",862480,"10-K","K SWISS INC","31.12.07","26.02.08",2007,22205,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",0,0,10.489,0.409,"I",0.05
"30193",22308,"31.03.2005",1,2005,1,"2005Q1","2005Q1",46.041,73.055,9.66,30.924,0.833,1.528,-3.959,5.97,7.534,-3.591,7.865,7.063,65.521,0,NA,3.65,"",3842,3842,579,"http://www.sec.gov/Archives/edgar/data/824068/0000950134-05-009444.txt",824068,"10-Q","ATS MEDICAL INC","31.03.05","09.05.05",2005,22308,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.601,NA,"I",0
"30271",22447,"30.06.2005",1,2005,4,"2005Q2","2005Q4",27.034,512.983,4.005,42.017,3.477,216.001,1.636,54.15,276.746,10.935,473.55,28.277,221.623,0,3.586,14.12,"B-",1311,2911,582.6,"http://www.sec.gov/Archives/edgar/data/821483/0001035704-06-000168.txt",821483,"10-K","DELTA PETROLEUM CORP/CO","31.12.05","10.03.06",2005,22447,"30.06.2005",2005,4,"INDL","USD","2005Q2","2005Q4",0,0,217.466,0,"A",0
"30274",22447,"30.09.2006",1,2006,3,"2006Q3","2006Q3",62.152,870.032,9.946,53.027,0.83,328.616,-17.14,71.937,409.403,-3.041,788.814,35.801,434.33,4.978,5.078,22.52,"B-",1311,2911,607.9,"http://www.sec.gov/Archives/edgar/data/821483/0000950134-06-020911.txt",821483,"10-Q","DELTA PETROLEUM CORP/CO","30.09.06","08.11.06",2006,22447,"30.09.2006",2006,3,"INDL","USD","2006Q3","2006Q3",NA,8.564,218.326,NA,"A",0
"30366",22542,"31.08.2004",1,2004,4,"2004Q3","2004Q4",35.044,51.569,5.696,102.386,9.994,12.628,1.12,25.87,38.751,1.446,4.038,26.611,12.818,0,0.29,0.86,"",5064,8700,567.6,"http://www.sec.gov/Archives/edgar/data/851249/0000926274-04-000290.txt",851249,"10KSB","FORTUNE DIVERSIFIED INDUSTRIES INC","31.08.04","29.11.04",2004,22542,"31.08.2004",2004,4,"INDL","USD","2004Q3","2004Q4",NA,8.605,0.961,0,"I",0
"30382",22543,"30.09.2004",1,2004,4,"2004Q3","2004Q4",2.071,7.192,1.796,2.344,0.515,0.747,-0.061,1.445,3.176,0.224,4.457,4.362,3.346,0,0.003,3.11,"",5812,5812,568.7,"http://www.sec.gov/Archives/edgar/data/825324/0000825324-04-000013.txt",825324,"10KSB","GOOD TIMES RESTAURANTS INC","30.09.04","29.12.04",2004,22543,"30.09.2004",2004,4,"INDL","USD","2004Q3","2004Q4",NA,0,0.187,0,"A",0
"30404",22612,"30.04.2004",1,2004,1,"2004Q1","2004Q1",101.094,234.67,49.552,30.134,0,0,-15.805,71.46,85.848,-18.16,90.984,99.877,148.822,0,NA,5.51,"",5621,5621,563.2,"http://www.sec.gov/Archives/edgar/data/863456/0001193125-04-101755.txt",863456,"10-Q","WET SEAL INC","01.05.04","10.06.04",2004,22612,"30.04.2004",2004,1,"INDL","USD","2004Q1","2004Q1",NA,0,4.044,0,"A",0
"30447",22632,"30.06.2005",1,2005,4,"2005Q2","2005Q4",33.938,94.917,4.166,24.06,2.27,7.263,-5.726,16.396,25.668,-8.05,18.705,9.369,69.249,2.009,0.105,5.22,"",2834,2834,582.6,"http://www.sec.gov/Archives/edgar/data/57725/0000950124-05-005382.txt",57725,"10-K","LANNETT CO INC","30.06.05","13.09.05",2005,22632,"30.06.2005",2005,4,"INDL","USD","2005Q2","2005Q4",NA,0,3.213,0.395,"A",0
"30507",22718,"31.03.2006",1,2006,3,"2006Q1","2006Q3",18.537,35.313,6.238,13.753,2.895,3.321,-1.333,7.91,11.589,-1.424,1.539,13.388,23.724,0.249,0.123,3.81,"",7373,7373,598.6,"http://www.sec.gov/Archives/edgar/data/96057/0001259943-06-000046.txt",96057,"10-Q","SYS","31.03.06","19.05.06",2006,22718,"31.03.2006",2006,3,"INDL","USD","2006Q1","2006Q3",NA,4.64,0.581,0,"I",0
"30529",22729,"31.12.2007",1,2007,4,"2007Q4","2007Q4",10.338,15.755,1.152,3.641,0.512,1.471,0.007,3.353,5.373,0.028,5.417,7.492,10.382,0.282,0.035,2.3,"",3829,3829,629.174,"http://www.sec.gov/Archives/edgar/data/749935/0000749935-08-000002.txt",749935,"10-K","WINLAND ELECTRONICS INC","31.12.07","21.03.08",2007,22729,"31.12.2007",2007,4,"INDL","USD","2007Q4","2007Q4",NA,0,0.228,0,"A",0
"30608",22797,"31.03.2004",1,2003,4,"2004Q1","2003Q4",19.349,21.917,0,6.287,10.076,0.221,-0.447,16.8,17.423,-0.203,0.645,19.738,4.494,0,0.156,1.15,"",7381,7381,561.5,"http://www.sec.gov/Archives/edgar/data/864509/0000906197-04-000059.txt",864509,"10-K","COMMAND SECURITY CORP","31.03.04","14.07.04",2004,22797,"31.03.2004",2003,4,"INDL","USD","2004Q1","2003Q4",NA,0,0.047,0,"A",0
"30813",22978,"31.03.2006",1,2006,1,"2006Q1","2006Q1",16.195,26.042,3.795,3.29,0.8,2.2,1.207,4.998,17.329,2.153,5.633,9.679,8.713,0,0,10.16,"",NA,3760,598.6,"http://www.sec.gov/Archives/edgar/data/862255/0000862255-06-000020.txt",862255,"10-Q","REINHOLD INDUSTRIES INC/DE/","31.03.06","12.05.06",2006,22978,"31.03.2006",2006,1,"INDL","USD","2006Q1","2006Q1",NA,0,0.181,0,"I",0
"30998",23195,"31.08.2004",1,2004,1,"2004Q3","2004Q1",112.373,207.69,1.146,17.316,24.802,27.781,-0.892,83.949,122.254,1.313,44.328,84.939,85.436,4.838,0.901,4.49,"",1700,1623,567.6,"http://www.sec.gov/Archives/edgar/data/866273/0001193125-04-168433.txt",866273,"10-Q","MATRIX SERVICE CO","31.08.04","07.10.04",2004,23195,"31.08.2004",2004,1,"INDL","USD","2004Q3","2004Q1",NA,0,0.392,0,"A",0
"31192",23387,"31.03.2005",1,2005,1,"2005Q1","2005Q1",9.052,17.714,0.429,3.401,0.915,1.952,0.045,2.987,4.939,0.249,4.282,5.984,12.775,0,0.03,4,"",3845,3845,579,"http://www.sec.gov/Archives/edgar/data/827056/0000827056-05-000012.txt",827056,"10-Q","ZEVEX INTERNATIONAL INC","31.03.05","04.05.05",2005,23387,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,0.103,0,"I",0
"31221",23528,"31.03.2005",1,2005,1,"2005Q1","2005Q1",312.593,343.958,71.689,39.708,0,0,-13.979,100.947,104.038,-15.964,15.623,137.016,239.92,0,0.146,5.74,"",3861,3861,579,"http://www.sec.gov/Archives/edgar/data/845434/0001104659-05-022058.txt",845434,"10-Q","INFOCUS CORP","31.03.05","10.05.05",2005,23528,"31.03.2005",2005,1,"INDL","USD","2005Q1","2005Q1",NA,0,2.139,0,"I",0
"31240",23535,"30.11.2005",1,2006,1,"2005Q4","2006Q1",65.002,83.803,0.415,14.381,18.484,2.824,0.416,62.089,68.043,1.123,1.071,84.781,15.76,2.783,0.256,2.01,"",7373,7373,592,"http://www.sec.gov/Archives/edgar/data/5117/0000950117-06-000249.txt",5117,"10-Q","EMTEC INC/NJ","30.11.05","23.01.06",2005,23535,"30.11.2005",2006,1,"INDL","USD","2005Q4","2006Q1",NA,0.024,0.222,5.596,"A",0
"31258",23561,"30.06.2006",1,2006,2,"2006Q2","2006Q2",8.699,103.013,1.925,14.671,40.773,0,-1.141,59.569,74.037,-0.951,90.695,3.356,28.976,0,1.928,6.95,"",1311,1311,607.8,"http://www.sec.gov/Archives/edgar/data/822746/0000950134-06-015648.txt",822746,"10-Q","INFINITY ENERGY RESOURCES, INC","30.06.06","10.08.06",2006,23561,"30.06.2006",2006,2,"INDL","USD","2006Q2","2006Q2",NA,0,22.484,0,"A",0
